SATISFACCION_GLOBAL;VALORACION_COSTE_GLOBAL;VAL_CAL_GLOB;VAL_CAL_PREC;RECOMENDACION;NECESIDAD_CLIENTE;CAPACIDAD_RESOLUCION;PROCESO_ADQUISICION;SATISFACCION_PV;ACCESO_VENDEDOR_PV;DISPONIBILIDAD_PRODUCTOS_PV;ATENCION_PV;ASPECTO_PV;SOLUCION_PV;SAT_TELEFONO_PROPIO;SATISFACCION_GAMA;SAT_CALIDAD_COMUNICACION;COBERTURA_INTERIORES;COBERTURA_EXTERIORES;NITIDEZ;INTERRUPCIONES;INTENTOS_LLAMADA;TIEMPO_CONEXION;SATISFACCION_ROAMING;SATISFACCION_CC;FACILIDAD_ACCESO_CC;CALIDAD_INFORMACION_CC;AMABILIDAD_CC;RAPIDEZ_SOLUCION_CC;SATISFACCION_WEB;SAT_AREA_CLI;SATISFACCION_TIENDA_WEB;SAT_SERV_DAT;VAL_SERV_NAV;SATISFACCION_FACTURA;ACCESIBILIDAD_FACTURA;CLARIDAD_FACTURA;PUNTUALIDAD_FACTURA;ERROR_FACTURA;VALORACION_TARIFAS;VAL_TAR_PERS;VALORACION_PROMOCIONES;VALORACION_RENOVE;VALORACION_INFORMACION;IMAGEN;CONFIANZA_TRATO;FIDELIDAD_CODIGO;ESFUERZO;ANIO;Q;SEXO;operador_agr;EDAD
8;8;8;9;10;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;7;10;10;10;;;;;;10;10;10;10;2;8;8;6;;5;9;9;7;;2013;2;Mujer     ;operador A  ;40
7;6;7;8;8;6;5;7;7;8;7;8;8;8;8;5;8;9;9;9;9;9;8;;;;;;;;;;;;6;;;;;6;8;7;;7;9;7;9;8;2012;1;Hombre    ;operador A  ;24
7;7;7;6;10;2;8;9;;;;;;;8;7;8;8;8;8;8;7;8;;;;;;;;;;;10;9;9;8;9;2;7;8;8;;8;8;9;9;;2013;2;Hombre    ;operador A  ;65
5;6;6;3;5;;6;7;6;8;8;8;9;6;8;7;7;7;8;8;7;9;9;;1;2;2;6;2;;;;;6;6;6;5;8;2;2;4;3;;5;0;4;1;;2013;1;Hombre    ;operador A  ;26
7;6;7;6;8;2;0;7;10;8;9;8;10;9;6;6;10;8;9;8;8;8;4;;9;9;9;9;9;;;;5;6;6;6;6;7;2;6;10;5;8;8;8;7;7;;2013;2;Hombre    ;operador A  ;28
6;5;8;6;10;1;8;7;7;3;3;6;7;5;5;6;9;7;8;8;7;6;7;7;5;3;6;7;5;4;5;;6;7;4;4;5;6;2;6;8;3;0;6;7;6;9;;2013;2;Mujer     ;operador A  ;23
10;10;10;10;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;2;;10;10;;10;10;10;9;;2013;1;Mujer     ;operador A  ;52
8;8;9;7;10;2;7;9;8;8;9;10;10;10;7;9;7;7;10;6;7;8;8;;8;6;8;10;7;;;;;8;8;8;8;10;2;8;9;9;;8;8;8;7;;2013;2;Mujer     ;operador A  ;45
9;9;10;10;10;;10;10;10;10;10;10;10;10;10;10;9;9;9;8;10;10;10;;;;;;;;;;;10;9;10;10;10;2;10;;10;;10;10;10;9;;2013;1;Hombre    ;operador A  ;61
10;8;10;9;10;;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;;7;6;8;10;8;;;;;10;10;10;10;10;2;8;8;10;;10;10;10;9;;2013;1;Mujer     ;operador A  ;43
7;7;7;7;8;6;8;8;9;7;7;8;9;9;8;0;6;6;9;9;8;8;8;;;;;;;;;;;;6;;;;;5;;;;;7;7;5;8;2012;1;Mujer     ;operador A  ;63
4;4;3;3;2;2;4;5;4;5;4;6;8;4;4;3;7;7;7;7;7;7;7;;3;2;2;3;3;5;3;;;;5;;;;;3;3;;3;4;4;4;1;8;2012;1;Mujer     ;operador A  ;38
8;7;7;6;7;6;8;8;9;9;8;9;8;9;9;6;9;9;9;10;9;9;8;;;;;;;7;;;8;;8;;;;;9;9;10;8;8;8;9;7;7;2012;1;Hombre    ;operador A  ;25
9;9;8;8;8;7;7;10;9;10;10;10;10;10;6;9;9;10;10;10;10;10;10;;;;;;;;;;10;;10;;;;;10;10;9;6;10;10;8;9;10;2012;1;Hombre    ;operador A  ;40
5;5;5;5;5;;5;2;8;8;7;8;9;8;2;0;8;8;8;8;10;8;8;;3;3;6;8;4;0;0;;;8;0;0;;3;2;7;7;4;;3;4;5;3;;2013;1;Mujer     ;operador A  ;49
5;5;2;2;2;;2;2;;;;;;;2;5;9;8;8;8;7;0;2;;5;2;5;4;;;;;;;5;5;2;2;1;3;;2;9;2;2;5;7;;2013;1;Hombre    ;operador A  ;54
8;8;7;5;10;9;9;8;10;10;10;10;10;10;9;8;9;7;10;9;10;9;8;;;;;;;;;;8;8;8;;;;;7;8;8;;8;9;9;9;8;2012;1;Hombre    ;operador A  ;42
8;9;7;8;7;;9;9;7;6;8;7;9;9;9;8;8;7;8;7;7;7;7;;8;6;7;9;8;7;7;6;;8;9;7;9;10;2;8;8;9;;7;8;7;3;;2013;1;Hombre    ;operador A  ;24
7;5;6;5;6;;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;5;5;5;5;;;;;;6;7;7;7;7;2;5;5;6;7;6;7;6;7;;2013;1;Mujer     ;operador A  ;65
10;9;9;9;10;9;10;10;10;9;8;9;9;9;9;9;10;10;10;10;10;10;10;;10;7;7;9;7;9;8;;8;8;8;;;;;8;8;8;6;7;10;9;9;0;2012;1;Hombre    ;operador A  ;37
5;5;5;5;5;5;5;5;;;;;;;1;10;5;0;7;7;7;7;7;;;;;;;7;7;;;0;7;;;;;5;;2;5;5;5;5;3;5;2012;1;Mujer     ;operador A  ;40
10;5;10;8;10;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;5;10;10;10;;;;10;;10;10;10;10;2;10;6;10;;10;10;10;5;;2013;2;Mujer     ;operador A  ;56
8;7;7;6;6;2;7;8;5;3;6;6;8;6;6;8;8;6;7;7;6;8;8;;;;;;;;;;;;;;;;2;;7;;;5;7;7;9;;2013;2;Mujer     ;operador A  ;72
6;7;8;6;7;1;8;8;8;8;9;8;9;9;8;0;9;9;9;9;9;9;8;;9;5;7;9;8;6;5;;0;6;7;8;9;8;2;6;8;6;;;6;7;7;;2013;2;Hombre    ;operador A  ;37
8;4;10;10;10;6;9;10;8;6;8;8;8;6;8;8;10;10;10;10;10;10;10;10;8;7;8;10;6;8;8;;;8;6;;;;;5;5;6;6;2;8;10;9;6;2012;1;Mujer     ;operador A  ;49
6;1;5;0;0;0;5;6;;;;;;;;0;6;7;6;7;6;6;6;0;0;0;0;10;;;;;0;;1;;;;;0;0;;2;;0;0;5;0;2012;1;Hombre    ;operador A  ;60
5;8;6;8;10;2;;6;8;8;10;10;10;10;10;10;10;10;10;10;6;6;6;;;;;;;8;;;10;8;;;;;2;6;;10;;8;8;10;7;;2013;2;Mujer     ;operador A  ;63
5;4;4;3;4;4;0;5;7;9;7;9;9;9;7;5;7;8;8;8;8;9;9;;0;0;0;0;;7;8;;;;5;;;;;0;7;0;5;6;6;0;5;0;2012;1;Mujer     ;operador A  ;30
5;3;3;3;3;4;5;5;8;6;4;8;8;8;8;5;9;8;9;8;9;8;8;;2;7;1;8;1;8;7;8;4;;3;;;;;3;5;4;3;3;3;3;3;1;2012;1;Hombre    ;operador A  ;51
10;10;10;10;10;10;10;10;;;;;;;0;0;10;10;10;10;10;10;10;;10;10;10;10;10;0;;;;;10;;;;;10;;;;10;10;10;5;10;2012;1;Hombre    ;operador A  ;45
7;7;9;6;7;9;10;8;7;10;10;10;10;10;10;7;10;7;10;10;10;10;7;;9;6;8;8;8;8;7;;;10;8;;;;;5;;6;6;6;8;8;9;7;2012;1;Hombre    ;operador A  ;29
9;9;9;9;10;;8;10;9;10;10;10;10;10;8;8;8;8;8;8;8;8;8;;9;9;9;9;9;9;10;8;9;9;10;9;9;9;2;8;9;8;9;9;9;9;9;;2013;1;Hombre    ;operador A  ;70
5;6;8;7;8;7;4;10;;;;;;;9;0;10;9;10;10;10;10;10;;;;;;;8;8;;;;10;;;;;6;6;1;;8;8;5;9;3;2012;1;Hombre    ;operador A  ;46
7;7;7;8;8;2;8;8;5;5;8;8;6;8;9;8;9;9;9;9;9;8;8;;;;;;;;;;;;7;7;7;7;2;7;;6;;7;7;8;9;;2013;2;Mujer     ;operador A  ;63
7;5;5;6;;4;8;10;8;8;10;10;10;10;10;9;10;10;10;10;10;10;10;;;;;;;;;;8;8;8;;;;;5;10;8;8;8;9;8;9;8;2012;1;Hombre    ;operador A  ;53
6;4;5;4;0;;8;10;7;10;10;10;10;8;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;1;8;10;;;7;10;10;3;;2013;1;Mujer     ;operador A  ;37
7;5;6;5;8;;8;5;7;6;9;8;10;8;8;6;10;10;10;10;10;8;10;;8;6;5;8;6;;;;5;6;6;6;8;5;2;8;;0;0;6;6;6;7;;2013;1;Hombre    ;operador A  ;45
8;5;8;5;10;0;9;10;0;10;5;5;10;0;10;5;10;8;10;10;10;10;10;;5;1;10;10;;;;;;8;8;;;;;5;5;5;8;8;9;9;9;8;2012;1;Mujer     ;operador A  ;32
8;8;8;9;8;2;7;8;9;10;10;10;10;10;8;8;7;4;9;9;8;8;9;;9;8;8;9;8;8;9;;8;8;8;8;8;9;2;8;8;5;9;8;9;9;9;;2013;2;Mujer     ;operador A  ;38
7;9;5;6;6;;5;8;8;9;10;10;10;8;8;8;5;3;3;3;6;6;7;;;;;;;;;;;;8;7;7;10;2;8;8;8;;6;8;8;7;;2013;1;Mujer     ;operador A  ;51
8;7;8;7;7;;8;8;9;9;8;9;10;9;9;8;8;8;8;9;8;8;9;;;;;;;8;7;7;7;8;8;9;8;8;2;7;8;7;7;8;7;8;7;;2012;3;Mujer     ;operador A  ;33
8;8;7;7;10;;9;8;9;4;9;9;8;8;6;0;8;8;8;8;8;9;8;;8;5;8;9;5;;;;;;5;5;8;2;2;;7;4;;4;9;9;9;;2013;1;Mujer     ;operador A  ;38
8;8;9;7;10;;10;10;8;8;7;7;10;9;10;8;10;10;10;8;10;9;9;;;;;;;;;;;;10;10;10;10;2;9;9;8;;8;8;8;9;;2013;1;Mujer     ;operador A  ;59
8;6;6;6;10;2;6;8;;;;;;;8;8;8;5;4;8;6;6;8;;8;8;8;10;10;;;;10;10;8;10;10;10;2;10;10;8;;10;10;8;7;;2013;2;Hombre    ;operador A  ;70
6;5;6;5;5;5;6;5;;;;;;;6;0;8;8;8;8;8;7;8;;6;0;5;7;;;;;;7;7;;;;;7;;5;;0;7;6;7;3;2012;1;Mujer     ;operador A  ;22
5;5;6;5;6;2;5;2;4;4;3;4;10;4;2;6;6;2;6;7;8;5;9;;7;3;4;6;;;;;7;5;8;6;6;10;2;5;6;0;;0;5;5;9;;2013;2;Mujer     ;operador A  ;24
10;10;10;8;10;10;10;9;9;10;10;10;8;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;10;;10;;;;;9;10;10;10;10;10;10;5;8;2012;1;Hombre    ;operador A  ;65
7;7;8;8;7;6;6;7;6;6;6;7;7;7;8;7;7;6;8;8;7;7;7;;;;;;;;;;6;7;7;;;;;7;7;7;6;7;7;7;9;7;2012;1;Hombre    ;operador A  ;55
7;5;3;7;7;5;8;7;8;7;5;7;8;8;9;7;8;9;9;9;7;7;8;;6;3;6;6;5;7;5;;3;5;6;;;;;7;7;8;6;4;7;7;9;4;2012;1;Hombre    ;operador A  ;20
9;9;9;6;9;7;9;8;8;4;5;5;5;4;7;10;10;10;10;10;10;10;9;;10;10;10;10;10;;;;;;9;;;;;8;8;8;;8;9;10;9;10;2012;1;Mujer     ;operador A  ;46
8;7;8;5;7;7;5;8;8;8;10;10;9;10;10;7;10;4;8;8;8;7;8;;8;6;8;10;8;;;;;9;;;;;;8;8;6;;7;8;8;7;7;2012;1;Hombre    ;operador A  ;32
10;8;10;7;7;8;8;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;9;;;;;8;9;10;;10;10;10;9;10;2012;1;Mujer     ;operador A  ;51
6;5;5;4;2;5;5;6;7;9;4;7;9;7;8;5;8;8;8;8;6;8;6;5;4;1;4;5;5;;;;7;7;6;;;;;5;6;5;4;4;6;5;1;3;2012;1;Mujer     ;operador A  ;22
5;5;5;4;3;;4;7;3;5;4;3;6;3;6;6;6;6;7;6;7;7;6;;4;5;4;3;;;;;;;7;6;7;7;1;5;;4;;6;4;4;3;;2012;3;Hombre    ;operador A  ;70
7;5;8;5;8;;8;3;;;;;;;10;7;8;9;10;6;0;10;10;;10;4;10;10;10;4;4;4;4;5;7;7;9;5;2;8;8;6;6;8;9;9;9;;2012;3;Hombre    ;operador A  ;32
6;8;8;9;8;6;4;4;8;10;7;10;10;10;10;0;10;10;10;10;10;6;10;;;;;;;;;;9;;3;;;;;8;7;;;7;9;8;9;10;2012;1;Mujer     ;operador A  ;59
8;0;7;5;5;;10;10;10;5;8;10;10;10;10;10;6;10;6;6;7;7;9;0;10;7;10;10;10;10;10;;5;5;7;7;9;9;1;0;4;0;;4;10;9;3;;2013;1;Hombre    ;operador A  ;32
3;5;3;5;0;;0;6;8;6;;8;8;6;6;0;9;8;10;8;10;10;7;;0;0;0;7;;5;4;;;5;5;5;5;5;1;4;5;5;3;2;4;3;3;;2012;3;Mujer     ;operador A  ;35
6;3;5;5;0;;6;4;;;;;;;8;9;8;8;8;9;9;8;8;;8;5;5;9;8;;;;9;9;2;8;8;5;1;8;8;8;;8;8;8;3;;2012;4;Mujer     ;operador A  ;31
8;7;9;9;10;;6;6;8;8;4;7;8;5;10;7;10;6;6;7;8;8;2;5;;;;;;2;1;;5;;10;10;10;8;2;7;9;6;;5;10;10;7;;2012;3;Hombre    ;operador A  ;17
8;7;9;7;9;;6;8;9;8;9;9;9;9;7;9;9;10;10;7;7;8;7;;7;5;10;10;8;7;;5;;8;7;6;8;10;2;7;9;5;6;6;8;7;7;;2012;3;Hombre    ;operador A  ;22
7;6;8;7;5;;9;7;8;7;7;9;9;7;7;7;7;9;9;9;8;8;8;8;;;;;;;;;8;;7;7;7;8;1;7;8;8;7;7;9;8;9;;2012;4;Hombre    ;operador A  ;48
10;9;10;10;10;2;9;10;;;;;;;10;10;9;9;9;10;9;9;9;;10;10;10;10;10;;;;;;10;10;10;10;2;10;;10;;10;10;10;9;;2013;2;Hombre    ;operador A  ;39
8;8;8;8;8;;8;7;;;;;;;10;7;8;8;8;8;8;8;8;8;8;10;8;10;8;;;;6;7;7;8;7;7;2;9;9;9;;8;8;7;9;;2013;1;Hombre    ;operador A  ;35
10;10;7;10;10;;8;10;10;6;10;10;10;10;10;10;10;10;10;10;9;10;7;10;7;10;10;10;7;;;;10;10;10;10;10;10;2;6;10;10;10;10;7;10;7;;2013;1;Mujer     ;operador A  ;43
7;7;6;6;7;;6;8;;;;;;;7;3;6;2;3;7;7;7;7;;5;8;4;7;7;;;;;;;;;;2;6;8;7;;2;5;7;7;;2012;4;Mujer     ;operador A  ;37
8;7;7;6;7;;7;9;;;;;;;7;9;10;10;10;8;9;10;10;;;;;;;;;;5;8;8;8;7;8;2;6;;4;;3;7;6;9;;2012;3;Mujer     ;operador A  ;41
6;5;6;4;6;;5;6;6;3;5;7;8;6;4;5;8;8;8;7;7;8;8;;5;3;7;8;;;;;7;7;5;7;7;5;1;4;7;5;0;4;5;5;7;;2013;1;Hombre    ;operador A  ;30
6;1;5;5;5;;5;7;10;10;10;10;10;10;10;10;7;7;6;7;7;7;7;;0;0;0;2;;;;;;7;5;5;5;6;2;5;5;5;2;3;6;4;3;;2012;3;Hombre    ;operador A  ;32
6;4;6;5;3;0;0;5;8;10;8;8;8;10;7;7;8;8;8;8;8;8;7;3;0;0;0;3;;;;;4;4;1;;;;;4;4;5;;5;7;4;1;0;2012;1;Mujer     ;operador A  ;35
6;4;5;4;3;;7;5;;;;;;;10;7;8;8;8;7;8;5;5;6;6;7;6;7;7;;;;;7;7;7;6;7;2;2;4;3;2;4;4;6;1;;2012;3;Hombre    ;operador A  ;30
6;5;7;8;10;;5;6;4;4;10;5;10;2;7;6;10;8;10;10;5;3;6;;8;2;8;9;5;;;;;6;10;10;10;10;2;8;;5;;6;8;10;9;;2012;4;Hombre    ;operador A  ;17
7;6;8;7;8;;5;6;;;;;;;10;9;9;9;9;8;8;8;7;;;;;;;;;;5;6;8;8;7;8;2;7;7;8;;6;7;7;9;;2012;4;Hombre    ;operador A  ;23
5;5;8;6;5;;6;6;7;7;7;7;10;7;5;5;10;8;10;10;8;8;6;;6;2;6;8;8;8;;;;;5;7;6;8;1;5;;5;0;5;5;5;3;;2012;4;Hombre    ;operador A  ;46
8;7;7;7;6;;9;8;8;8;7;8;10;7;7;0;8;7;9;8;8;8;8;;7;7;9;10;8;;;;;8;8;;8;9;2;6;6;6;;5;5;8;1;;2012;3;Hombre    ;operador A  ;48
8;9;7;6;9;;8;7;8;9;7;8;9;8;9;8;9;9;9;8;8;9;7;7;7;9;6;8;7;6;6;7;6;7;9;8;8;9;2;7;9;7;8;8;9;9;9;;2012;3;Mujer     ;operador A  ;43
6;6;8;7;5;;10;8;8;5;6;10;8;6;10;8;9;9;9;9;9;9;9;;8;5;8;8;8;;;;;;8;8;5;8;2;5;8;0;;3;7;7;7;;2012;4;Mujer     ;operador A  ;39
8;6;8;8;8;;8;9;7;5;7;8;9;8;10;10;8;8;8;9;7;7;8;;2;0;3;8;2;5;;5;6;8;8;8;8;8;2;6;6;6;7;6;7;7;9;;2012;3;Hombre    ;operador A  ;38
10;5;7;8;10;;10;10;;;;;;;10;10;4;3;3;1;0;5;3;;4;9;8;10;10;;;;;;10;10;10;10;2;4;;4;;1;7;5;7;;2012;3;Hombre    ;operador A  ;38
8;3;6;5;6;;9;8;9;9;5;9;8;7;9;9;6;6;7;7;7;5;8;7;7;4;7;6;6;;;;7;6;8;7;7;7;2;6;7;5;6;7;8;6;9;;2012;3;Hombre    ;operador A  ;21
7;8;6;8;6;;8;6;8;6;7;7;9;8;6;8;7;7;6;7;8;7;8;;6;1;8;5;5;;;;7;8;6;5;7;5;2;8;6;6;6;6;7;7;7;;2012;3;Mujer     ;operador A  ;26
9;9;9;5;8;;8;9;9;9;9;9;7;9;5;8;9;9;9;9;8;8;6;9;8;8;8;8;8;6;;7;4;5;8;7;7;9;2;9;8;5;;8;6;7;9;;2012;3;Mujer     ;operador A  ;24
7;5;6;5;6;;8;6;;;;;;;7;9;9;8;9;9;9;8;9;;;;;;;;;;7;;9;9;9;9;2;5;;7;;8;8;7;7;;2012;4;Mujer     ;operador A  ;58
7;9;9;6;7;;5;7;7;6;6;7;8;6;9;8;7;7;8;8;8;10;8;7;6;6;3;7;;;;;;6;1;0;0;0;2;6;;5;8;6;7;6;7;;2012;4;Hombre    ;operador A  ;29
6;4;5;5;4;;5;3;5;4;4;5;5;3;8;5;5;2;5;6;5;5;5;;;;;;;5;;;;;5;4;5;5;2;3;3;3;;3;5;5;9;;2012;3;Hombre    ;operador A  ;48
8;8;9;9;10;;10;10;;;;;;;7;7;10;10;10;10;10;9;8;;;;;;;8;;;;8;1;7;8;9;2;9;9;5;;5;9;9;9;;2012;4;Mujer     ;operador A  ;46
7;6;7;7;5;;8;7;;;;;;;8;5;9;8;8;9;9;9;8;;5;6;7;8;7;8;;7;6;;5;6;6;6;1;6;7;5;;5;7;7;7;;2012;3;Mujer     ;operador A  ;34
6;5;8;5;2;;5;8;;;;;;;5;0;8;8;10;8;6;6;6;;;;;;;;;;;8;8;8;6;8;2;5;;;;3;6;6;3;;2012;3;Mujer     ;operador A  ;33
5;3;4;5;0;;0;3;10;10;10;10;10;10;8;5;2;2;3;1;2;5;7;;0;2;0;8;;;;;6;;2;2;3;0;1;4;4;5;4;4;4;4;3;;2012;3;Hombre    ;operador A  ;47
10;8;8;7;7;;6;8;8;9;6;9;10;7;7;7;9;9;10;9;9;8;8;;10;8;9;10;8;7;8;7;7;8;8;9;8;8;2;9;9;9;6;7;9;9;9;;2012;4;Hombre    ;operador A  ;29
8;9;6;10;8;;9;7;;;;;;;5;8;9;4;9;9;9;9;9;;8;7;7;10;8;;;;;9;10;10;10;10;2;9;10;8;;4;8;8;9;;2012;3;Mujer     ;operador A  ;43
3;3;5;2;2;;2;4;2;1;1;3;10;3;4;2;5;8;9;8;7;6;6;;;;;;;2;;4;;;;;;;1;3;5;2;;4;3;8;3;;2012;4;Mujer     ;operador A  ;38
8;7;8;7;9;;8;9;;;;;;;10;8;8;8;6;8;8;7;7;;9;6;7;7;7;;;;8;9;8;7;7;7;1;7;8;8;8;8;8;8;7;;2012;3;Hombre    ;operador A  ;19
7;6;8;7;7;;8;8;3;3;4;2;6;3;8;8;9;9;9;9;9;9;9;;7;8;8;9;8;6;5;7;;8;9;9;9;9;2;7;7;;6;8;8;8;9;;2012;3;Hombre    ;operador A  ;38
8;7;5;5;10;;0;5;0;0;5;10;10;10;10;5;10;7;10;10;10;7;10;;7;5;7;10;7;;;;;;6;;5;10;1;;;;7;;7;7;9;;2012;3;Hombre    ;operador A  ;55
5;6;8;8;7;;8;8;;;;;;;7;8;9;9;9;9;8;9;9;;;;;;;8;8;;;;9;;;;2;8;7;5;5;6;6;7;9;;2012;3;Hombre    ;operador A  ;52
5;6;6;6;5;;7;7;;;;;;;7;7;7;6;7;7;6;6;6;;7;5;5;6;5;;;;;;5;5;6;5;1;5;7;4;6;4;5;6;9;;2012;3;Mujer     ;operador A  ;28
8;8;9;6;7;;9;9;;;;;;;8;8;9;9;9;9;9;9;9;;10;10;10;10;10;9;;;9;;10;10;10;10;2;8;9;9;;9;9;9;9;;2012;4;Hombre    ;operador A  ;37
8;7;7;7;8;;7;8;7;8;8;9;9;7;8;8;7;7;9;8;8;8;9;;7;5;7;9;7;8;;;;8;8;8;8;9;2;7;7;5;;7;7;8;7;;2013;1;Hombre    ;operador A  ;21
8;2;8;6;7;;7;6;0;4;6;5;8;0;8;10;8;6;8;8;7;9;9;;7;5;7;7;;5;6;;0;9;9;7;8;10;1;9;9;3;;5;7;7;9;;2012;3;Mujer     ;operador A  ;26
5;5;5;3;3;;0;5;5;7;7;7;10;3;8;8;6;4;8;8;8;9;9;;2;7;0;9;;;;;5;8;5;5;5;3;1;8;5;5;7;7;5;5;7;;2012;3;Hombre    ;operador A  ;65
8;7;6;6;8;;8;8;8;8;8;10;9;8;9;9;8;8;9;8;7;8;8;;7;6;5;7;6;;;;;8;8;7;7;7;2;8;9;5;7;7;9;9;9;;2012;3;Hombre    ;operador A  ;38
8;7;7;7;7;5;7;8;;;;;;;8;8;9;9;9;9;8;8;8;8;5;5;5;5;6;8;8;6;7;;8;;;;;7;7;7;6;7;7;7;3;6;2012;1;Mujer     ;operador A  ;24
8;7;7;6;7;;6;9;8;4;7;7;9;8;9;7;9;8;8;8;8;8;8;;;;;;;;;;8;7;7;6;6;7;2;7;8;7;7;7;7;7;7;;2012;3;Hombre    ;operador A  ;19
7;7;6;8;8;;6;5;;;;;;;10;10;10;9;10;10;10;8;9;;6;4;5;6;5;;;;8;8;7;6;7;8;1;7;;10;;7;6;7;7;;2012;3;Mujer     ;operador A  ;31
5;2;4;0;0;;4;6;7;4;8;7;10;7;6;3;3;1;7;5;8;6;2;;4;3;2;8;;;;;;6;10;10;10;10;1;2;2;0;;0;4;2;1;;2012;3;Mujer     ;operador A  ;35
10;4;7;5;10;;10;10;0;5;5;0;10;0;5;10;10;10;10;10;10;10;10;;10;5;5;10;3;;;;;5;10;10;10;10;2;;5;0;;0;5;5;9;;2013;1;Mujer     ;operador A  ;37
6;3;7;5;0;1;6;8;8;7;6;7;7;6;8;0;8;6;9;4;10;8;10;;;;;;;;;;;6;3;;;;;3;3;0;1;0;6;6;3;5;2012;1;Hombre    ;operador A  ;32
6;4;7;6;6;;7;6;8;4;5;8;8;5;7;0;8;8;8;7;7;5;5;;3;3;7;7;;;;;;;5;;5;5;1;7;5;5;;5;8;6;7;;2012;3;Hombre    ;operador A  ;66
10;9;7;9;8;;7;8;8;8;6;8;9;8;8;6;9;7;10;8;8;9;9;;;;;;;;;;;;10;10;10;10;2;8;;8;;8;8;8;9;;2012;3;Hombre    ;operador A  ;16
9;8;8;9;10;;10;9;;;;;;;9;0;9;9;9;9;9;10;10;;;;;;;;;;;;;;;;2;9;;;;;10;10;5;;2012;3;Mujer     ;operador A  ;55
3;5;2;2;0;;1;0;;;;;;;7;4;0;0;5;7;6;3;5;;5;1;5;8;5;5;8;5;;;6;6;6;8;2;10;7;3;4;2;0;0;1;;2012;3;Mujer     ;operador A  ;60
10;10;6;9;5;;8;8;6;10;8;10;10;10;10;9;7;9;9;9;10;10;9;;;;;;;;;;;;10;10;10;8;2;10;10;9;;10;8;9;9;;2012;4;Hombre    ;operador A  ;59
8;6;7;7;5;;6;6;3;1;6;4;7;2;7;8;7;6;6;7;7;7;7;;4;4;6;7;;7;8;8;;;2;2;5;1;1;6;;6;;6;7;7;7;;2012;3;Mujer     ;operador A  ;36
8;7;7;8;7;2;8;10;;;;;;;8;8;10;10;10;10;10;8;8;;;;;;;;;;8;8;10;7;7;7;2;8;;7;;5;6;8;9;;2013;2;Mujer     ;operador A  ;30
5;3;8;6;10;;4;5;6;6;4;6;10;3;7;10;10;10;10;10;10;8;10;10;5;1;4;6;;;;;10;3;3;10;0;2;1;5;4;3;0;1;8;7;7;;2012;3;Hombre    ;operador A  ;20
8;3;8;5;5;;8;7;6;3;4;7;10;7;3;8;8;3;7;7;6;4;7;;;;;;;8;;;8;6;5;3;7;8;2;3;;7;3;7;3;7;9;;2012;3;Hombre    ;operador A  ;26
9;8;8;8;10;;10;8;10;8;9;9;10;9;9;9;9;9;9;9;9;9;9;;10;9;9;10;9;9;;;9;9;10;10;10;10;2;9;10;9;9;9;10;10;9;;2012;3;Mujer     ;operador A  ;23
10;9;8;8;10;;10;;7;10;10;6;10;10;8;0;10;10;10;10;10;10;10;;8;10;10;10;9;;;;10;7;9;9;9;9;2;10;10;7;;10;10;10;9;;2012;3;Mujer     ;operador A  ;44
2;2;2;0;3;;2;9;;;;;;;10;8;10;10;10;10;10;10;10;;0;0;2;8;;5;;;7;9;8;9;8;;1;3;7;;9;7;2;2;1;;2012;3;Mujer     ;operador A  ;40
7;7;7;7;7;;6;6;7;7;5;7;7;7;8;7;7;5;7;7;7;7;7;;7;7;7;7;7;7;7;;7;7;7;7;7;7;2;7;7;7;7;7;5;7;9;;2013;1;Hombre    ;operador A  ;43
9;8;10;9;9;;10;8;9;8;7;8;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;9;10;10;9;;10;10;10;10;2;10;10;9;9;10;10;10;9;;2012;3;Hombre    ;operador A  ;40
5;2;3;1;0;;0;0;0;8;5;0;10;0;10;8;10;8;10;10;8;8;8;;0;0;0;8;;;;;5;8;8;5;5;5;1;3;0;2;8;3;2;0;1;;2012;4;Hombre    ;operador A  ;28
6;8;6;5;6;;3;5;5;3;5;5;7;3;5;6;7;8;8;8;7;8;8;8;6;1;1;6;;7;7;5;;6;4;5;4;8;1;4;4;0;;2;2;3;1;;2012;4;Mujer     ;operador A  ;24
3;5;7;7;8;;5;0;7;8;10;5;10;0;10;6;10;10;10;10;10;10;10;;8;3;0;10;0;10;8;;;10;3;7;0;10;2;7;7;0;5;10;8;8;1;;2013;1;Mujer     ;operador A  ;31
7;5;5;6;7;;10;8;7;6;9;8;10;5;8;9;8;9;9;9;9;9;8;;6;4;6;7;6;8;7;8;5;6;6;6;5;6;1;7;8;6;7;7;7;8;7;;2012;3;Mujer     ;operador A  ;19
