"LUGAR";"MES";"ANIO";"HORA";"HORA_C";"IMP_BOL";"PUNTOS";"DENUNCIANTE";"CALIFICACION";"CAT";"HECHO.BOL";"VEL_LIMITE";"VEL_CIRCULA";"lat";"lon"
"SAN FRANCISCO DE SALES 13, MADRID, SPAIN";2;2015;20.3;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4404271;-3.7162454
"CUCHILLEROS-SEGOVIA, MADRID, SPAIN";5;2015;12.3;12;200;3;"POLICIA MUNICIPAL";"GRAVE";"CACHARROS";"UTILIZAR MANUALMENTE PANTALLAS, NAVEGADORES, DISPOSITIVO DE TELEFONIA, SISTEMA DE COMUNICACION O DE DETECCION DE RADAR";NA;NA;40.4167754;-3.7037902
"ANDRES MELLADO 116, MADRID, SPAIN";11;2015;11.4;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4413489;-3.7139298
"BRAVO MURILLO 18, MADRID, SPAIN";6;2015;10.45;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4356317;-3.7040896
"AV ARCENTALES PARADA 153, MADRID, SPAIN";5;2015;8.5;8;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL RESERVADO PARA USO, PARADA O ESTACIONAMIENTO EXCLUSIVO DEL TRANSPORTE PÚBLICO URBANO.";NA;NA;40.4167754;-3.7037902
"A5 KM 4.0 SALIDA, MADRID, SPAIN";8;2015;8.39;8;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;84;40.4529615;-3.5772417
"FORTUNY 14, MADRID, SPAIN";5;2015;13.59;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4311511;-3.6905006
"VALLE 13, MADRID, SPAIN";4;2015;10.3;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.355451;-3.6644935
"M-30 C-1 KM 6,700 CR1, MADRID, SPAIN";4;2015;14.14;14;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;102;40.4167754;-3.7037902
"OLIVAR 1, MADRID, SPAIN";7;2015;17.52;17;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4121602;-3.7015598
"PADILLA 7, MADRID, SPAIN";4;2015;11.36;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4317335;-3.6854362
"PRADO 28, MADRID, SPAIN";2;2015;18.12;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"CONDE DUQUE 20, MADRID, SPAIN";4;2015;11.19;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4269111;-3.7107109
"AEROPUERTO SALIDA T 1, MADRID, SPAIN";6;2015;18.54;18;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4676456;-3.5695534
"LEGANITOS 24, MADRID, SPAIN";11;2015;9.29;9;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"FRANCISCO SILVELA 62, MADRID, SPAIN";9;2015;23.3;23;200;4;"AGENTES DE MOVILIDAD";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.4354475;-3.6750282
"TENERIFE 15, MADRID, SPAIN";4;2015;19.07;19;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA SEÑALIZADA PARA USO EXCLUSIVO DE PERSONAS CON MOVILIDAD REDUCIDA.";NA;NA;40.4504353;-3.7060312
"NANCLARES DE OCA 10, MADRID, SPAIN";2;2015;13.55;13;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4449502;-3.5771727
"PRINCI.VERGARA 225, MADRID, SPAIN";6;2015;17.42;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4167754;-3.7037902
"M-30 CALZADA 2 KM 27.000, MADRID, SPAIN";4;2015;20.38;20;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;101;40.443297;-3.7049196
"OCA 2, MADRID, SPAIN";12;2015;1.48;1;200;0;"POLICIA MUNICIPAL";"GRAVE";"OTROS";"CIRCULAR EL PASAJERO SIN HACER USO DEL CASCO PROTECTOR, CON CASCO NO HOMOLOGADO O USARLO DE FORMA INADECUADA.";NA;NA;40.3084057;-3.7393374
"SAN EUGENIO 2, MADRID, SPAIN";2;2015;13.57;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4113308;-3.6973776
"CL VILLANUEVA 17, MADRID, SPAIN";11;2015;13.2;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4224687;-3.6852487
"PO SANTA MARIA CABEZA 5, MADRID, SPAIN";5;2015;10.23;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"PO DEL REY 18, MADRID, SPAIN";12;2015;10.05;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4983964;-3.6614663
"PZ SANTA ANA 8, MADRID, SPAIN";4;2015;8.39;8;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.3414313;-3.3815818
"M-30 CALZADA 2 KM 27.000, MADRID, SPAIN";4;2015;13.05;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;95;40.443297;-3.7049196
"CRISTOBAL BORDIU 14, MADRID, SPAIN";7;2015;17.42;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4431201;-3.7025707
"PRADO 28, MADRID, SPAIN";6;2015;18.56;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"HILERAS 16, MADRID, SPAIN";12;2015;6.38;6;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4178439;-3.7073952
"ABADA 1, MADRID, SPAIN";10;2015;12.41;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4188706;-3.7039488
"M-30 XC K 19,06 CR1, MADRID, SPAIN";8;2015;8.06;8;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;97;40.4167754;-3.7037902
"M-30 NC K 14,200 CR3, MADRID, SPAIN";9;2015;15.07;15;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;76;40.4167754;-3.7037902
"CL SANCHEZ BARCAIZTEGUI 3, MADRID, SPAIN";1;2016;19.15;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4026148;-3.6759686
"ANICETO MARINAS 112, MADRID, SPAIN";7;2015;9.42;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4317479;-3.7341439
"QUINTANA 3, MADRID, SPAIN";4;2015;12.28;12;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4285773;-3.7154797
"M-30 FT K 04,150 CR4, MADRID, SPAIN";1;2016;15.02;15;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;87;40.4167754;-3.7037902
"SIERRA DE JAVALAMBRE 1, MADRID, SPAIN";4;2015;10.3;10;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.3978743;-3.6675583
"CL FERNANDO VI 21, MADRID, SPAIN";1;2016;9.55;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.424919;-3.6957051
"VIRIATO 19, MADRID, SPAIN";8;2015;10.34;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4360142;-3.7019536
"JUAN BRAVO 26, MADRID, SPAIN";6;2015;16.38;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4324303;-3.6815579
"BUSTAMANTE 30, MADRID, SPAIN";7;2015;20.25;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4003559;-3.6860445
"AGUSTIN DE BETANCOURT 6, MADRID, SPAIN";4;2015;11.19;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4448166;-3.6943483
"PRADO 28, MADRID, SPAIN";6;2015;19.48;19;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"EMBAJADORES 66, MADRID, SPAIN";2;2015;21.36;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4072396;-3.7039521
"PO MARQUES DE ZAFRA 29, MADRID, SPAIN";11;2015;10.26;10;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.4167754;-3.7037902
"FORTUNY 9, MADRID, SPAIN";6;2015;11.07;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4289299;-3.6911702
"PRADO 28, MADRID, SPAIN";6;2015;17.26;17;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"MULLER 48, MADRID, SPAIN";2;2015;9.39;9;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4660453;-3.6977214
"COLOMBIA 52, MADRID, SPAIN";12;2015;16.07;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4578701;-3.6687529
"M-30 FT K 04,150 CR1, MADRID, SPAIN";1;2016;1.09;1;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;74;40.4167754;-3.7037902
"PO HABANA 46, MADRID, SPAIN";2;2015;16.39;16;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"SECO 5, MADRID, SPAIN";4;2015;9.41;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3984502;-3.6723046
"N139 PO SANTA MARIA CABE, MADRID, SPAIN";4;2015;4.34;4;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;76;40.4167754;-3.7037902
"FIDIAS-ARAMIS, MADRID, SPAIN";4;2015;21.3;21;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.4167754;-3.7037902
"ENCARNACION 10, MADRID, SPAIN";7;2015;17.38;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4204939;-3.7116386
"BALB. VALVERDE 24, MADRID, SPAIN";11;2015;16.45;16;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"CRUZ DEL SUR 3, MADRID, SPAIN";12;2015;10.33;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.41196;-3.66788
"GENERAL DIAZ PORLIER 47, MADRID, SPAIN";6;2015;14.36;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4292199;-3.6770273
"JACOMETREZO 2, MADRID, SPAIN";12;2015;15.2;15;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4202974;-3.706888
"M-30 C-1 KM 6,700 CR1, MADRID, SPAIN";6;2015;7.09;7;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;96;40.4167754;-3.7037902
"JACOBEO 4, MADRID, SPAIN";1;2016;15.3;15;200;3;"POLICIA MUNICIPAL";"GRAVE";"CACHARROS";"UTILIZAR MANUALMENTE PANTALLAS, NAVEGADORES, DISPOSITIVO DE TELEFONIA, SISTEMA DE COMUNICACION O DE DETECCION DE RADAR";NA;NA;40.3721862;-3.7623962
"LEGANITOS 24, MADRID, SPAIN";12;2015;12.44;12;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"PRADO 28, MADRID, SPAIN";3;2015;21.15;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"CASTELLANA 56, MADRID, SPAIN";5;2015;16.09;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4361433;-3.6887472
"CARLOS ARNICHES 32, MADRID, SPAIN";7;2015;18;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4070719;-3.7083021
"SAN AGUSTIN 1, MADRID, SPAIN";4;2015;12.32;12;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4153394;-3.6967853
"REAL FAROLA 5, MADRID, SPAIN";12;2015;20.5;20;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4167754;-3.7037902
"RO ATOCHA 12, MADRID, SPAIN";2;2015;20.02;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4167754;-3.7037902
"M-30 CALZADA 1 KM 25,700, MADRID, SPAIN";1;2016;17.05;17;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;95;40.3763542;-3.6424232
"AV HISPANIDAD AEROPUERTO, MADRID, SPAIN";7;2015;20.57;20;200;4;"POLICIA MUNICIPAL";"GRAVE";"OTROS";"NO RESPETAR LA PREFERENCIA DE PASO.";NA;NA;40.4632167;-3.5757191
"PZ LAVAPIES 6, MADRID, SPAIN";6;2015;20.58;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4087192;-3.7008623
"VELAZQUEZ 133, MADRID, SPAIN";11;2015;12.51;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4398353;-3.683105
"F031 AV AMERICA, MADRID, SPAIN";10;2015;9.3;9;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;99;40.4041577;-3.6726901
"NUÑEZ DE BALBOA 73, MADRID, SPAIN";9;2015;12.16;12;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4299545;-3.6825026
"DOCTOR ESQUERDO 151, MADRID, SPAIN";4;2015;9.56;9;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4104285;-3.6696457
"COLOMBIA 40, MADRID, SPAIN";12;2015;16.32;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4568108;-3.6705917
"LEON 32, MADRID, SPAIN";2;2015;21.19;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4128568;-3.6993867
"GENERAL PERON 25, MADRID, SPAIN";2;2015;16.23;16;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.453217;-3.6946217
"SIERRA GORDA 28, MADRID, SPAIN";11;2015;8.45;8;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.38031;-3.61897
"STO. DOMINGO 1, MADRID, SPAIN";12;2015;22.08;22;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.42047;-3.70878
"AV ENTREVIAS 58, MADRID, SPAIN";10;2015;13.3;13;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA SEÑALIZADA PARA USO EXCLUSIVO DE PERSONAS CON MOVILIDAD REDUCIDA.";NA;NA;40.3976753;-3.5578331
"MONFORTE DE LEMOS, MADRID, SPAIN";2;2015;20.35;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA.";NA;NA;40.4794908;-3.703392
"DCTOR ESQUERDO 48, MADRID, SPAIN";5;2015;10.05;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.411129;-3.6699159
"CL CANARIAS 57, MADRID, SPAIN";11;2015;10.44;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4016939;-3.6886165
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";3;2015;11.36;11;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;101;40.4167754;-3.7037902
"RGUEZ S PEDRO-SAN BERNARDO, MADRID, SPAIN";8;2015;10.17;10;200;4;"AGENTES DE MOVILIDAD";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.4167754;-3.7037902
"LOPEZ DE HOYOS 42, MADRID, SPAIN";2;2015;17.1;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4398822;-3.6810094
"MONFORTE DE LEMOS 171, MADRID, SPAIN";3;2015;10.45;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4767879;-3.7153902
"BRUSELAS 53, MADRID, SPAIN";1;2016;15.12;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4388043;-3.6633012
"CL FERRAZ 57, MADRID, SPAIN";1;2016;13.16;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4301887;-3.7213994
"JOSE ABASCAL 39, MADRID, SPAIN";9;2015;11;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4385408;-3.6970259
"PZ PUERTA DEL SOL-ALCALA, MADRID, SPAIN";12;2015;13.05;13;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4167754;-3.7037902
"ALONSO CARBONELL 3, MADRID, SPAIN";6;2015;13;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.3950705;-3.6963522
"AV LOGROÑO ESQ JOAQUIN IBARRA, MADRID, SPAIN";9;2015;14.06;14;200;4;"AGENTES DE MOVILIDAD";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.4603734;-3.5928086
